Subj_1,Subj_2,Subj_4,Subj_5,Subj_6,Subj_7,Subj_8,Subj_9,Subj_10,Subj_11,Subj_13,Subj_14,Subj_15,Subj_16,Subj_17,Subj_18,Subj_19,Subj_20,Subj_21,Subj_22,Subj_23,Subj_24,Subj_25,Subj_27,Subj_28,Subj_30,Subj_31,Subj_33,Subj_34
779.6,252.6,274.6,722.8,239.4,87.6,105.4,297,609.5,1343.4,185.6,737.8,46,323.2,156.8,864,334.7,403.2,73.4,254.5,82.2,342.6,100,513.6,150.8,32,79.6,452.8,219.2
587.4,208.4,117.8,387.5,345.4,142,25,365,715.25,653.2,55.2,600.6,36.2,222.8,66.2,698.3333333,194.7,386,245,438.75,152.6,423.2,185.9,358.6,108.6,155,208,518.4,416.2
890,233.4,110.6,280.7,301.2,116.6,121.4,414.2,1052.25,879.6,165.2,781,21.8,521.6,30.2,1006.666667,231.5,232,78,393.5,145.4,329,230.7,516.2,28,214.8,187.4,405.4,238.8
577.4,466.8,320.2,296.9,108.2,125,183.8,534.2,819.5,1399,151.2,678.4,80.2,260,81.4,835.3333333,239.7,211,176,497.5,73.8,610,104.7,520,37.9,157.4,339,402.2,329.2
818.6,500.2,438.8,288.4,332.2,148,121.4,315.2,594.25,869.4,119.4,787.2,88.8,241,117,518.6666667,144.4,365.6,434.2,436.75,267,1090.2,263.2,344,65.5,117.6,281.2,541,664.4
616.4,216.2,164.6,376.6,236.6,46.2,22.6,333.4,531,1069,364.2,913.2,45.8,154,37.6,780.6666667,150.2,281.8,438.2,690.25,98.6,590.6,135.8,491.4,124.8,61.8,248.6,415.2,384.4
116.2,211,144.2,778.8,241,69.6,22.6,646,230.25,757.6,432.2,537.6,54,104.4,27.6,643.3333333,193.6,358,216.2,1253.5,66.6,519.4,147.2,204.6,30.4,47.2,415.4,442.8,303.4
84.2,371.2,169.2,618.2,288.6,89,30,762.8,457.5,1313.8,440.2,1131.4,58.8,136.6,88.2,385.6666667,216,342,297.4,960,50.8,646.4,223.4,490.8,27,30,253.4,700.2,276.4
251.6,228.2,242.4,856.7,122,105,2.6,891.8,532.75,653,298,1070.6,73.8,137.2,22.8,333.6666667,230.4,338,547.4,993.75,137.6,1167,200.4,479.6,27,130.1,327,551.6,78.2
57.8,244.2,281.6,861.5,151.4,98.2,0,900.6,738.75,403,451.8,579.2,50.8,75.4,126.4,198.6666667,254.3,614.6,720,371.5,66.2,1063.2,152.6,422.4,28.6,11,262.8,569.8,60.8
87.8,158.6,97.8,651.8,95.6,71.4,0,1044.2,259.75,358.6,355.6,952.2,61.2,108,97.8,408,224.6,340.6,609.6,335.75,179,770,65,84,90.9,121.8,514.4,708.8,142
61.8,474.6,137.4,712.5,180.2,92.6,0,806,260.75,413.4,470.8,548,84,57.8,79.4,409,138.3,388.8,781.2,145.5,135,982.4,138.4,331.2,13.5,74.2,410,593.8,142
37.6,253,299,1075.3,227.4,53.2,0,577.4,225.5,514.2,166.6,592.4,58.4,134.6,128,404.3333333,86.2,224.4,617.8,732.25,84.8,1303.2,109.6,337.2,2,32,428.8,560.8,77.2
12.6,389.4,186,365.5,297,2.6,0,417.8,247.75,514,254.6,1280.4,152,40.2,173.2,307.3333333,173.5,256.4,663.2,693.5,87.4,1178.6,124.8,197.8,9.8,65,158.4,448.8,130.8
37.8,367.6,118.8,481.8,245.4,64.2,0,526.8,482.5,542.8,409.2,1040,149.6,265,142.6,333.6666667,355.5,154.6,358.6,544.5,88.8,1101.2,220.4,515.8,27.6,23,233.4,577.6,125.8
55.2,340.6,435.8,591.5,319.8,64.6,0,522.2,767,377,180.8,1316,33.8,180.6,102.4,212.3333333,164.6,161,273.6,247,135.2,2163.2,235.4,313.4,39.6,15,215.4,576.2,102
132,424.8,227.8,383,217.2,156,0,626.4,346.25,575.6,414.8,793.6,109.2,287.6,88.6,185,194.3,216.8,702.2,647,97,2778.8,537,351.2,54.4,14,192.2,498.6,191.8
49.6,310.2,92,591.7,183.8,132.6,0,458.6,335,496.2,593,838.2,43.4,269.6,364.2,280.6666667,118.8,136.2,420.8,188.25,87,864.8,746,559.4,74.3,28,94,322.2,251.2
127.6,185.2,260.4,424.1,176.2,202.2,0,394.8,318,499.8,393,896.6,46,225.2,419.4,560.6666667,194.3,208.8,478.2,196.5,159.2,448.8,682.1,470.4,73.3,55.2,114.2,464.8,149.8
108,178.2,205.2,367,142,222.8,0,516.8,208.5,489.6,406,492.4,36.2,123,112.6,660.6666667,126.9,143.4,302.4,191.5,150.2,679,646.6,202.8,45.9,35.2,171.8,410.6,334.2
50.8,117,377.2,274.5,256,103,7.6,645.4,319.5,657.4,523.4,831.8,53.4,267.4,267.6,1462.666667,338.5,91.6,494.6,424.75,343.4,394.4,606.7,281.2,32.9,53,140.6,412,375.6
136,228.6,134.8,282,160.6,91.2,0,426.8,113,432.2,546.6,680.6,88.4,207.8,187.4,921.6666667,165.1,244.8,449.2,645.75,108.2,473.6,517.4,166.2,205.9,105.8,122,402.2,537
111.6,278,162.2,656.5,344.8,262.8,0,446.8,259.25,528,383.2,684.4,83,90.4,159.2,1038.666667,228.3,136.2,628.8,436.75,144.4,603.2,210,416.8,128,96.2,153,583.2,412.4
395,292,107.6,435.2,599.4,246.8,2.6,442.2,345,866.4,391.8,1070.2,120.2,61.6,97.4,1256.333333,176.9,343.2,643,457.25,286.8,1154.2,267.9,377.4,184.1,0,395.8,615.8,654
295,196.6,166.6,320.4,203,196.6,0,400,502.5,1238.2,486.4,930.2,77.2,129.8,55.2,1030.666667,280.2,187.4,166.8,488,129.4,739.4,285.6,323.4,275,0,328.8,502,410
166.6,269.2,189.8,412.8,398,199.6,2.6,680,656.25,527,259.4,1079,73.8,146.6,12.8,413.3333333,178.6,229.6,145.2,225.75,117.6,769.6,340.5,288.2,334.9,13,274.8,683.6,170
243.8,550,332.2,585.2,647.2,134.2,5.2,417.6,335,491.6,393.6,808.4,74.8,95,40,91.33333333,316.1,248.8,192.8,486.75,123,563,553,148.2,138.3,77.8,265.2,625.6,515.2
250,439.2,258,1226.6,333.4,112.6,17.6,419,922.25,332.8,312,1012.4,182.2,55.2,10.2,768,232.1,186.8,53,514.25,166.2,726,327.4,374.8,100.6,105.6,519,435.2,201.2
120.4,319,356.4,1196.6,271,83.4,97.4,715.6,612.5,344.6,391.4,888,160.6,109.4,12.6,1426,213.2,367,181.8,402.75,113.6,965.2,359.2,390.4,309.8,125.4,460.8,700.4,265
359.8,359,477.2,662,222.2,89,17.6,640.2,986.5,292.8,357,1261.4,257.2,77.8,90.4,1208,168.2,396.8,243.2,856.75,82.6,865.2,475.7,515.2,304,47.6,377.2,610,403.8
771.6,74,323,500.7,311.6,73,20.2,569.2,1238.5,411.8,370.8,876,117.8,56.2,209.6,687.6666667,204,677.4,384.8,513.75,132.8,430.8,460.1,317.2,401.4,28,330.2,573,446.4
450.6,140,286.8,382.9,374.8,85,166.2,564.6,988.75,491,80.2,912.6,144.4,55.2,57.8,745.3333333,189.8,411,580,356.25,112.4,388,240.9,354.8,275.7,24,427,547.2,421.2
282.8,106.4,243.8,452.8,324.2,41.6,53.8,286.6,848.75,514.4,203.6,643.4,220.2,142,62.8,793.6666667,214.1,1238.2,323.6,150.75,41.4,796.6,356.7,392.6,373.9,84.9,185,502.4,338.6
591,181,428.4,211.9,227.8,50.8,0,345.8,660.75,679.8,177.6,937.6,201.8,185.6,102.6,719.3333333,174.8,1012.8,238.6,245.5,76.2,204.6,340.8,572,195.1,31.8,135.4,474.8,298.4
406.8,180.6,214.6,395.7,256,38.6,135,403.8,720.75,930.4,176.8,906.6,189.2,261.67873,30.2,996,257,969,528,343.25,101.2,366.4,306,423.4,156.4,41.6,184,547.6,161.2
220.8,107.6,556,560.3,189.8,43.6,25,492.2,799.25,510.4,201,985.8,157.4,347.2,120,355.3333333,247.7,738.6,518.8,179.5,99.2,420,296.2,406.4,115.1,78.1,130.8,728.6,224
65.8,202.8,596,633.6,169,111,35.2,843.8,265.25,616.4,128.4,614.6,148.2,453.8,22.6,727.3333333,304.5,794.8,359.4,330,102.4,427.4,242.5,478,91.7,101.3,167.8,582.4,75.2
368,123.2,401,719.8,194.2,41,85.4,611.4,654,688.2,240.4,1164,124.2,479.8,49.6,750,279,319.4,292.8,845.75,245.4,425.2,405.4,302.4,46.8,60.4,140.2,401.2,104
348.8,91.47424664,283.2,663.4,117.2,88.2,58.2,620,385.25,261.6,167.6,921.2,101.8,465.6,20.2,855.6666667,320.7,266.2,538.8,1483.5,192,457.8,184,73.2,139.5,107.4,76,699.2,162.6
666,143,302,907.8,158.4,91.8,55.6,598.6,525.75,588.4,239.4,1035.6,124.8,440,20,868.6666667,312.1,256.6,515.2,731,182.6,550.8,192.8,383,217.2,208.3,199.4,396.2,207.8
825.8,70.4,388.8,659.2,255.4,63,98,691.6,672,677,518.8,1102.4,133.8,486,22.8,1070,183.8,281,282.2,517,196.6,921.2,171.3,216.8,108.3,33,112,544.4,86.8
589.8,51.4,375.2,614.3,264.2,56.4,12.6,922.8,844.5,990.2,290.4,1129.4,140.2,433.2,12.6,1281,418.1,605.4,602,803.25,88,749.8,112.8,214.8,107.9,37,155.8,356.4,58.6
910.6,102.4,323.4,512,237.8,177.2,0,895.4,514,525.4,444.2,768,86.4,288.6,30.2,932,299.4,959.2,559.6,701.5,206.2,553.8,59.9,243,123.9,63.4,349.8,222.8,85.2
748.2,97.4,211.8,620.2,326.6,104.8,12.6,532.6,1285.25,466.6,680,651.4,113.4,320.8,97,491.6666667,360.4,931.4,382.4,414,125.6,329.8,332.4,88,131.6,56.6,126.8,376.8,174
521.4,88,362.2,725.5,358.8,90.6,20.2,513.8,1083.5,511,332.8,1197.2,118.6,291,348.4,417.3333333,209.2,1037.4,270.4,587.25,150.2,387.6,403.9,201.8,71.3,157.3,224,494,116.6
291.6,105,346.2,847.6,427.4,214.6,0,408.8,1065.5,716.4,311.2,854,92.2,173,242,175,164.8,798.2,333.2,843.75,207.8,513,256.3,515,30.9,272.5,280.2,593.2,182
446,252,365.6,849.7,312.2,130.6,40.2,524,996.5,420.4,282.8,635,211.6,338.4,70.4,125.3333333,191.8,783,319.6,217.75,375,132,255.1,294,34.4,279,266.6,746.2,528
421,176.6,324.6,658.1,217.6,108,176.2,775,825.5,754.8,215.8,777.6,41.41162871,280,154.6,461.3333333,161.9,439,800.8,579.25,428.6,218.4,302.2,239,86.6,33,158,379.6,628
204.4,177.6,514.4,769.4,125,38.4,146.6,717.4,620.5,663,211,703.2,199.8,338.8,114,693,241.8,446.4,797.8,791.5,231.8,55.2,233.5,544.7378764,94.6,68.3,291.8,699.2,295.2
353.8,307,525.4,512.4,188.4,131.2,20,898,710.75,483.8,292.2,1346,142.8,303.2,53.2,218.3333333,275.8,186.2,431.8,661.5,138,108,296.2,290,103.9,55.2,183.6,518.2,414.2
153,250,338.6,554,89.4,118.4,32.8,813,928.5,564.6,225.8,757.8,61.8,201.6,106.4,542,229.1,288.8,455.4,400.5,97,81,191.4,330.8,108.2,12.5,174.2,314.6,181
415,235.6,333.6,434.5,214.4,13,86.8,492.8,926.75,715.2,214.8,1248.8,116.8,287.6,70.4,291,434.3,329.2,650,283.5,125.6,76.6,76.8,208.2,122.6,26,201.8,187.6,201.2
278.8,253,120,376.9,259.8,123.8,61.2,446,493.75,592,402.4,787,177.4,528.6,116.8,370.3333333,188.7,427,472,178.75,96.6,342,96,138.2,163.9,4,186.4,120.6,162.6
245,128,207.2,825.1,312.4,119,45,330,1156.25,354.4,367.4,434,144.6,368,208.8,512,414.5,269.2,267,50.25,354,935.4,50.6,110.2,85.1,19.5,312,220.8,229.4
210.4,115,279.6,749.3,226,116.2,64.6,506.2,862.5,358,415,748.8,96.6,476.4,271,324.3333333,320.3,193.6,404.8,239.5,73,1081.6,126.8,101,201.5,54.6,274.4,474.4,307
433.8,64,229,295.4,324.2,106.6,136,321,479.25,597.2,158.2,931.2,74.8,447.2,212.2,408,298,214,525.6,237.75,195.6,657.4,211.9,305,276.3,47.5,231.6,141.4,234.6
638.4,137.2,347.6,335.2,147.2,151.2,156.2,490,613.75,613.2,137.6,952.6,24.2,314.2,252,741.6666667,296.4,89,502.6,219,72.4,800.8,177.5,291.2,101.3,2.5,110.6,458.2,190.2
190.2,105.4,276.2,268.7,332.8,99,58.8,570,803.75,649.2,341.8,814.6,29,351.8,235,484,388.9,419.8,464.2,302.5,153.2,424.8,370.7,437.2,140.1,20,333.4,212.8,228
339.8,69.2,118.6,299.3,245,25.6,20,338.2,939,559,403.8,665,36,259.6,80.8,766.3333333,320.8,352.4,128.4,959.5,201,345.8,232.4,660.4,173.2,62.2,361.8,227,325.4
327,74.4,283.4,448.8,274.4,61.4,17.6,271.6,570.5,311.8,518.4,1144.4,14.4,212.2,378.4,300.6666667,436.1,227.4,397,301,68.4,245.6,251.6,330,41.3,147.3,190.8,222.2,335.4
397,85,262.8,354,325.6,76.8,0,321.2,661.25,519.6,264.6,857.8,65.2,170.6,226.2,489,268.9,424,373.2,245.5,69.6,510.2,261.9,460.8,58.9,247.4,325.2,346.8,282
262,82,384,437.4,384.2,141.2,17.6,509.4,483.25,439.8,376.4,693.7315065,33.8,72.8,99.6,206.6666667,269,383.6,575.2,180.5,91.8,653.4,166.9,332.8,99.4,43.1,192.8,157,299.6
215.4,25.6,233.2,487,316.8,154.2,0,249.8,838.25,440.8,288,775.8,26.6,99,191.2,433.6666667,293.8,140.6,358.4,512.5,141,346.8,150.5,402.6,76.7,46.1,168.4,208.2,341.8
165.2,98.8,382.2,656.5,195.6,48.8,10,244,554,588.2,653,607.4,2.4,144,145.2,420.6666667,347.6,241.6,296,708,96.6,128.4,162.5,454.2,58.3,23.8,311,263.1026308,336.2
233.8,256.6,622,372.4,269.8,76.8,25,276.4,733.5,562.8,473.4,685.8,9.6,74.8,308.2,538.6666667,363,842.6,387,774.75,114.6,211.6,237.2,278,44.1,47.1,266.8,364.4,483.2
400.6,191.6,222,500.3,67.6,56.4,5,320.8,1165.75,630.4,270,1018.4,55.4,191.4,424.6,598.3333333,303.7,512.6,256.4,552.5,130.8,119.2,292.2,445,57,35.2,134.6,452.6,534.6
176.6,189,275,777.6,125,47.6,37.6,332.4,770.25,573.4,218.8,1138.2,70,86.8,394,376.3333333,320.6,783.6,549.4,358.25,149.2,338.4,98.9,384.6,64.8,27.2,172.8,526,324
351.4,362.6,431.8,583.9,250.6,81.8,35.6,198.6,600.5,742.2,186.2,545,125.6,17.6,236.8,232.3333333,232,293.4,447.8,554.5,83,123.8,151.4,377.4,146.2,0,341.4,607.8,214
998.6,316.6,326.6,546.9,395.2,71.6,0,313.4,586,624.2,134.4,790,93.6,17.6,105.4,188,130.4,404,330.4,755.5,94.2,95.4,161.3,448,38.9,31,216.6,462.2,233.8
700.4,217.8,430.4,306.2,306.4,161.2,25,301.6,841,457.4,323.2,971.8,76.6,12.8,130.2,175.6666667,253.5,212.6,250.8,378.25,50.6,100.8,164.4,347.4,95.9,0,356.6,462.8,106.2
694.4,78.4,224.8,654.3,436.4,33.4,60.2,315.4,882,603.2,499,919.8,58,50.2,178.8,132,338.9,341.6,395,958,76.2,130.4,204.6,246.2,24.3,37.4,303,514,249.2
859,153.8,246.8,673.5,298.6,51.2,10,267.2,844.5,657.4,470.6,609.4,16.8,208.8,208.8,408,156.2,323.4,336,416,80.2,148.8,339.8,56,57.9,58.4,549.9029094,288.2,311.8
470.8,56.4,276.4,588.5,523.2,38.6,27.6,290.4,561.8775499,697.4,364.8,776,7.2,221.8,232.6,624.6666667,139,487,366,419,60.4,447,114,224.2,59.9,15,680.8,379.6,230
335.8,82.6,129.4,338.7,654.6,43.4,0,307.2,919.75,427,357.6,931.4,38.6,259.8,260,450,191.7,513.6,270.6,350,122,398.2,338.6,348.6,48.9,8,422.8,884.6,293.2
224.8,53.8,113.4,448.8,893.8,28.2,43.2,432.8,1374.75,480.8,509.4,766.6,12,341.4,228.8,347.3333333,341.1,374.8,311.6,546,29,354.6,497.2,204,53,76.2,230.8,263,159.4
364.8,35.8,207.4,588,1008.8,7.8,232.2,521.8,1072.75,517,281.8,1049.6,7.2,110.4,207.4,378.3333333,192.5,341.4,214.4,415.25,100.4,311,199.8,188.6,73.7,0,550.6,386,247.4
231.8,195.2,275.6,576.7,862,80.8,238.8,312.8,665.75,441.4,305.2,1098,14.4,80.2,241.8,251.6666667,117.9,404,252.6,618.75,248.8,651.4,189.9,261.2,67.1,2,467.2,351.8,125.6
237.4,306.8,467.6,681.9,995.8,54,407.2,529.6,425.75,917.2,425.4,681.6,42,113.2,278.2,915.6666667,105.3,460.6,404.2,933.75,125.8,444,146,200.6,85.3,1,440.4,584.2,123.2
60.2,143,478.2,500.1,665.6,56.4,623.2,240.2,267.25,583.2,437.2,689.6,46.2,154,364.8,595.6666667,58.3,399.6,418.2,1043.5,99.2,707.4,147.7,311,114.6,22,241.2,588.8,142
25.2,268,511.4,234.5,491.2,91.2,186.2,271.8,351.25,581.2,514.6,687.2,26.6,282,191.2,535.6666667,73.1,300.2,238.4,338,139.2,624,51.5,636,59,23,77,494.4,166.6
80.6,99.8,153.4,442.6,373.6,85,185.2,212.2,224.5,697.4,635.4,600.4,33.6,279,96,223.6666667,177.9,407.6,312,737.5,82,807,130.2,640.4,73.4,31,516.6,477.2,93
291.2,167.8,269.4,491.6,698.8,119.8,50.2,348.6,248.5,720.8,379.6,616,62.6,138.6,12.6,266,208.4,503,291.6,129.75,117.8,408.4,96.2,282.6,63.9,32,478.6,519.2,172.4
299.4,210.4,455.4,895.1,522.8,73.2,89.8,506.8,336.25,729,516.8,735.8,26.4,265.6,32.6,499,235.2,494.2,454.4,595.25,135.6,181.4,93.6,333.8,51.1,121,451.6,461.8,209.8
360.2,257.4,151.6,594.9,428.8,86.4,176.2,441.8,130,512.4,232.4,658.8,39,167.6,32.8,779.3333333,97.9,536.2,586.8,467.5,256.6,270.8,228.5,152.4,48.9,150.8,326.6,519.6,194.2
295.2,107.4,332.6,812.8,221.2,25.6,85.4,498.4,307,648.8,270.2,824.8,24.2,135,124,650.3333333,53.7,331.4,608.2,212.5,134.8,403.6,232.8,187.6,127.6,125.4,714.2,419.6,268.4
105.2,111.6,171,785.8,800,149.6,259,416.8,908.5,702.6,323.2,926.2,36.2,90.4,164.6,632,132,557,483,389,138.4,607.8,285.7,224.6,188.6,168.8,364,465.2,341.6
15,43.6,238,828.1,868.2,140.2,330.4,340.2,748.5,645.4,717.4,1245.6,210.4,174.6,65.8,849.3333333,170.5,395.8,256.6,584.75,116.4,382.2,266.9,248.8,119.2,122.2,668.2,415,322.4
88,41,275,477.2,447.6,91,437.8,350.4,438,159.2,463.4,1015,242,219.2,15.2,429.3333333,296,505.4,360,360.5,119.8,440,174.4,114,191.5,87.6,357.6,260,170.2
250.4,43.4,373,436.8,454.2,127.6,37.6,435.6,429.25,608.4,439,799.2,191.2,222.8,95.6,519.6666667,106.4,506.4,306,313.25,58.2,173,384.2,267.8,140.8,60.2,166.6,264.6,256.4
258.6,183.4,377.2,659.2,608,117.8,42.8,259.6,189.5,1336.8,551.8,731.8,130.4,278.2,91,482.3333333,92.8,798.8,328,158,78.6,112,313.9,248.2,64.2,118.4,198.2,167,259
548,252.6,294.8,991.5,514.4,181.8,410.8,287,192,858.2,429,829.4,165.8,244.4,135.6,486.3333333,243.7,431,318.4,306.75,158.6,265.6,178.6,420.8,130.6,204.6,131.4,393.6,105.2
564.8,160.4,344.4,877,524.8,114.8,127.2,396.6,226.25,717,286.8,534.2,218.4,345.8,158,280,84.5,255.4,584.4,186.5,94.6,747.8,320.7,566.4,139.2,179.8,166.4,307.6,215
210.4,71.8,128.4,590.5,475.6,148.6,55.6,355.6,349.5,714.2,267.8,1422.8,403.2,218.8,136.6,565.6666667,55.1,193.6,352.6,156.25,41.2,391.4,241.8,242.2,124.2,203.2,271.2,287.6,311.6
98.8,187.8,208,607.6,489.8,121.2,112,338.2,335,798.8,139.2,1161,219.2,106.4,42.6,748.3333333,168.7,200.4,115.4,146.25,58.4,557.2,186,127.2,186,187.8,336.4,391.4,131
299.6,265.2,171.2,609.8,304.6,91.6,226.4,401.4,402.75,824,77.2,1202.2,21.6,30,17.6,816.6666667,208.4,297.4,299.8,377.75,141.2,299,213.6,284.8,100.8,313.4,568.6,197.8,105.6
157.6,228,142.8,540.6,414.4,173.2,196.2,1049,333.25,942.6,205,2099.2,43.4,188,12.6,712.6666667,199.9,192,597.2,84.75,160,628.2,430.4,257.8,65.4,392.6,680,455.2,191.2
598.2,125.8,317.8,554,253.6,102,129,611,400.25,1075.6,279,679.6,33.8,75.2,74.4,483.3333333,334.9,164.4,347.4,194.5,150.6,883.8,425,301.4,85.3,290.8,975.4,258.4,87
1096.4,141.2,489.2,757.1,235.2,144.8,133,354.2,325,1545.4,374,885.4,46,106.4,88.8,397.6666667,285.3,404.4,518.8,334.5,115,504.8,483.9,236.8,44.8,429.6,359,447.8,242
782.4,179.8,283.6,904,312,91.2,122.4,294.2,489.25,980,428.8,1027.4,54.4,52.8,27.6,696.3333333,159.1,342.4,484.2,293.75,163.2,320.8,163.5,141,104,266.9,358.6,584.2,26.2
777.6,178,268.8,612.3,279.4,113,74.2,536.2,302.25,972,140.6,877.2,41.4,68.2,73.8,742.6666667,225.1,224.8,300.4,256.5,173.4,288.8,403.7,276.6,200.1,372.6,534.8,553.8,187.4
797.2,353.8,168,553.6,268,213.6,79.4,849.4,389,777,112.6,756,39.6,49.2,32.8,686.3333333,133.7,212.4,101.8,208.25,79.6,301.8,212.3,111.6,102.9,476.8,578.2,458,228
545.2,344.4,317.8,532.4,549.2,140.2,136.6,840,641.25,846.4,172.2,828,110.2,72.8,135.6,484,283.4,315.4,242.2,146.75,79.6,250.4,215.3,77.4,179.2,831.1,461.4,268.2,238.6
722,238.2,336.6,572.7,327.2,69,122.4,820.8,542,768,211.4,702,41.2,226,85.8,728.6666667,493.3,246.2,330.6,212,101,163.6,193.6,63.6,156.5,86.7,958.2,325.8,210.6
690.2,412.4,315,656,381.6,130,242.6,697.6,481.75,487,213.8,944.6,31.4,212.8,136,248.3333333,426.5,316.4,422,295.5,180.6,303.4,251.3,237.2,104.9,403,767.2,228.6,255.2
663.2,315,524.6,600.6,204.8,81.4,27.6,636.6,653.25,414.6,147.6,936,31.4,177.6,125.4,513.6666667,192,614.8,246.4,254.75,43.4,315.8,96.6,147.6,104.8,301,527.2,258.2,335.4
360.4,368.2,522,442.8,388.6,51.2,83.8,456.4,332.5,531.6,78.4,792,46,101,133.4,737.3333333,208.2,325.4,231.8,415,21.6,642.8,230.5,159.2,26.1,387.6,320.4,545,272
622.4,145.8,618,623.6,775.4,104,20.2,655.2,481.25,658.6,177.4,894.8,16.8,174.6,42.8,893.6666667,160.4,311.2,248.8,825.75,117,385.8,265.7,150.4,17.4,104.2,614,427.2,334.2
348.8,199.6,509,743.4,983.6,30.8,57.6,695.2,798,568.8,329.4,434.8,9.6,173.8,101.4,576,234.9,239.6,565,428,108.6,142.4,161.3,269.9378764,40.9,157.6,489.6,316,261.8
869,88.6,151.4,458.1,1379,28.2,37.8,700.8,973,726.4,86.4,604.2,50.8,73.4,40,289.3333333,260.1,261.8,574.8,344.5,150.2,247.8,187.1,238.6,127.4,111.2,277.6,239.4,187
590.4,347.2,245.8,817.6,1826.2,41.6,49.6,592.8,707,723.6,179.8,521.2,7.2,90.2,45.2,310.6666667,317,435,745.6,673,81,377.6,121.2,172.6,68.2,104.6,173.2,351.8,21.6
280.6,210.6,185.6,623.5,1953.2,28,12.6,434.6,599.5,825.2,204.4,549.6,16.8,12.6,7.6,608.6666667,285.4,317,860.2,487,94.4,408.6,190.4,210,89.3,208,81,363.8,18.2
255,95.6,181.2,873.1,1765.2,48.8,2.6,394.4,719.5,372.8,244.8,722.6,28.8,10.2,22.6,692,335.5,388.8,433.4,400.75,62.8,256.6,311.8,118.2,148.5,60,307.6,385.6,56
242,134.4,175.8,906.5,1402.6,35.8,73.4,256.4,1051.25,438.6,249,861.8,33.8,324.2,30,615.3333333,297.7,404.8,325.2,574.75,65.4,378.6,224.1,227.8,86.2,9,124,621.8,65.8
554.6,266.8,484.4,575.8,1014.4,54.4,20.65696313,235.4,617.25,605.6,209.2,761.8,0,300.6,311.8,675,80.4,243.6,196.6,320.5,73.2,736,244.8,190.8,234.4,29,232.2,600.8,23.2
170.2,325.2,331.6,649.5,700,35.8,58.2,221.6,357.75,537.2,187.2,1005,7.2,59.2,15.2,664.3333333,266.8,350.4,122.6,517.25,112.2,502.6,188.2,172.8,157.7,20,413.8,490.8,21.8
232.8,403,527.4,745.9,690.6,105.2,58.2,215.4,733,696.8,236.2,1240.8,7.2,110.4,117,524.6666667,82.7,191.6,288.6,402.75,46,313,133,79,100.2,1,399,341.6,26.4
252.8,135.2,352.2,828.8,742.2,45.6,45.2,204.8,872,764.4,177.2,1030.2,12,143,173.8,402.6666667,68.4,379.6,112.4,668.75,114.6,281,296.2,83,100.1,17,597.4,474.2,39.8
240.8,116.2,523.6,522.3,781.8,28.2,242,167.4,438.75,856.6,294.6,852.8,36.2,241.4,144.6,447.3333333,129.4,226.2,218.2,289.25,109.2,173.8,229.2,209.2,134.4,24.6,615,324.6,18.2
237.4,83.4,229.8,653.5,652.6,43.8,140.4,214.6,467.25,638.4,176,808.2,4.8,83.8,127,648.6666667,109.3,573.6,275.8,407,57.8,127,282.4,228,176.6,35,609,441.2,64.8
174,151,101.6,418,321.6,36,7.6,200.8,362,1017.8,169,804,0,100,173.8,328.6666667,36.1,515.6,347.2,617.5,99.4,195.2,194.2,153.6,224.7,82.8,557.4,375.1026308,41.4
131.8,266.6,268.4,483.2,357,53.2,105,145.8,229.5,992,140,977,2.4,79.8,141.6,659,148.5,690.4,167,788,60.4,364.4,225.9,164.6,201,61.1,538,332.6,40
267.2,492.2,211.6,657,108.6,25.6,186.4,293,323.25,932.8,236.8,923,43.4,32.8,244.8,475.3333333,21.2,667.2,128.4,371.25,147,350.4,213,278.4,263.2,54.5,278.8,488,18.4
101.6,267.4,494.2,456,76.8,25.6,47.2,313.6,349.75,645.6,237,1829.2,38.6,2.6,252.4,425,78.3,513.6,222.6,348.75,82,496.2,215,306.8,135.4,87.4,271.2,508,3
52.8,200.4,606,604.7,105,25.6,293.2,309.2,644.25,580.6,201.6,1410.8,26.4,0,494.8,341.3333333,57.9,476.4,164.6,705.75,175.2,167.6,257.8,160.8,135,233.4,76,429.2,33.2
285.2,35.8,548.2,468.8,107.6,86,120.4,326.6,539,431.2,103.8,840.6,9.6,35.6,164.2,576,12.8,623,261.8,815.5,216.4,223.8,104.6,247.8,110.2,61.3,58.2,788.6,31.8
361.4,179.8,175.2,710.9,100.4,115.2,103.8,170,346.75,511,212.6,1082.6,115.8,93.4,601.4,123.6666667,48.7,375.4,161.4,1240,185,182.8,231.4,175,114.3,65.6,86.2,330.8,27.8
652.2,38.2,210.6,524.5,127,23,97.4,131.2,492.5,187.4,267.4,1520.4,77.2,90.4,40.2,352.6666667,100.8,259,165.4,416.5,106.6,218.8,229.3,188.4,104.1,46.5,94,259.4,34.8
328,126.6,233.8,644.9,53,23.2,143,51.2,713.75,310.8,482.4,1525.8,38.6,273.6,7.6,827,265.1,410.8,162.4,269.75,119.8,478,347.8,264.8,131,14,95.2,328,20.2
432,38.6,111.4,758.9,79.8,71.8,181.8,53.2,444.25,236.6,260,2091.2,70.8,52.2,7.6,167.3333333,114.8,329.8,86.8,123.75,264.6,184,301.4,329.4,196.1,25.1,103,279.4,30
776.8,86.8,289.2,619.6,104.4,66.2,179.6,58.2,465.5,245.8,377.8,1199.2,94.2,70.2,25.4,283.3333333,52.5,329.8,154,247.75,168.6,464.4,167.2,141.2,228.7,168.5,255.6,326.8,68.6
