Subj_1,Subj_2,Subj_4,Subj_5,Subj_6,Subj_7,Subj_8,Subj_9,Subj_10,Subj_11,Subj_13,Subj_14,Subj_15,Subj_16,Subj_17,Subj_18,Subj_19,Subj_20,Subj_21,Subj_22,Subj_23,Subj_24,Subj_25,Subj_27,Subj_28,Subj_30,Subj_31,Subj_33,Subj_34
541.6,139.2,657.4,738.7,72.4,51.2,77.4,57.2,540,256.6,572.2,1151.4,45.8,225.4,70.6,605,15.3,426,159.4,105.5,107.8,933.2,277.9,398,137.5,47.6,379.2,296.6,31
317.8,82,360.8,384.2,67.4,69.6,87.8,44.2,319.5,225.8,335.6,1111.2,50.6,93.4,55.2,529,107.1,421,227,291.75,101.8,666.4,169.1,209,168.6,28,447,507.6,44.8
160.2,117.8,555,639.2,85,33.2,27.6,71.6,501.5,133.2,205.4,1470.2,156,17.6,82.2,304.6666667,103.4,498.6,96,202,204.4,779.6,112.4,398.4,143.5,19.5,155.2,475,8.8
132.4,48.8,394.2,422.2,78,7.8,30,42.8,558.5,295,327.8,1140,82.2,15,287.6,640.6666667,69.4,476,89.8,831.75,77.8,714,126.9,392.8,73.2,18,126.8,684.2,49.4
126.2,100.4,180.4,536.9,43.4,25.6,35.2,107,537.75,451.2,261.6,1074,45.8,132,32.6,430,74.4,712.8,209.6,684.75,53.2,240.2,137.5,41.6,19.6,61.8,160.6,239.4,260.2
104.4,135.2,324.6,763.2,203.4,28,0,83.8,374.5,597.2,204.4,1050,68.6,74.2,7.6,280,172.5,930.4,80,835,165.6,567.2,99,95.8,0,9.5,369.2,454.6,72.4
59.8,211.2,256.4,405.2,153,52.2,65.2,181,548.25,405,107.8,953.6,236.2,38.6,79.2,152.6666667,195.8,854.6,155.8,1097.5,45.8,835.4,150.6,154,7.8,49.6,376.6,383,36
102,127.6,298.4,445.7,131.2,63.8,56.6,149,630.5,120.4,117,871.8,143,0,117,410.6666667,112,240.2,235.2,886,99.8,465.2,264.1,146,52.6,29,260,579.2,54
60.2,223.2,292.8,413.4,194.6,46.6,62.4,136.4,594.75,419,322.4,1077.2,83,7.6,81.8,281.6666667,300.2,251,106.6,468.75,93.2,391.4,318.7,158.4,44,55.2,531.2,422.6,222
87.2,267.8,531.4,371.2,785,38.4,32.6,76.8,521.75,418.8,275,906.4,48.4,5,27.6,612,325.4,417.8,142,600.5,78.8,134.2,397,133.8,162.3,123.6,315.4,619.8,80.2
346.2,66.2,397,490.9,709,35.8,79.8,109,803,422.8,326.6,1137,62.8,50.6,45.2,443.6666667,137,221.6,191.2,627,51.6,593.4,404.4,357.2,157.7,48,425.4,505,294.4
349.4,191.6,570.8,283.8,726.4,15.4,66.2,84.4,402.75,282.8,99.8,744,33.8,15.2,55.2,417,217.8,542.8,169,475.5,82,255.2,337.4,367.6,215.9,30.5,319,475,192.4
451.2,151,398,378.9,644.4,10.4,76.8,66.6,252.25,284.2,389,853.4,12,12.6,79.8,499.3333333,206.9,367.2,159.8,148.25,128.6,50,492.2,490.8,138.8,50.2,451.4,367.8,257.4
478.2,272.4,416.8,445.5,397.2,71.6,17.6,18.8,401.5,213,375.2,579.4,50.8,117.4,17.8,825.3333333,167.9,235.8,169.2,417.25,136.4,637.2,150.9,533.2,143.9,7,620.2,501.8,168.2
417.8,155.2,176.2,722.9,376,15.4,40.2,201,768.5,271.8,189.6,717,33.6,80.4,139.6,791,31.5,150.8,232.4,1150,26.6,1010.8,140.9,136,195.5,2,540.2,500.2,17.4
490,240.8,231.4,525.8,594.6,84.4,169.2,245.2,581,531,258.4,1181.6,101.4,218.4,139.6,392.6666667,124.2,56.8,167.2,990.25,72.4,794.8,51,504.8,339.2,20,607.8,304.6,74.4
178.2,242,161.2,689.7,493.2,66.6,47.6,296.2,309.75,741.6,667.4,1722.4,36.2,17.6,96.8,315,162.1,188.6,169,337.5,40,951.2,316.2,445.2,96.7,47.2,257.6,442.6,136.6
267.2,200,323.4,551.9,774.8,89.6,76.2,223.4,620,628.8,411,1866,7.2,10.2,59.2,337,71.4,218.2,263.6,543,59.4,962.2,110.6,662,113.5,8,351.4,404.6,296.2
136.4,182.4,300.8,384.9,707.2,74.2,98.4,207.8,328.25,440.4,664,3395,45.8,20,81.8,236.3333333,76.6,199.6,170.8,449.25,45.8,381.6,165.2,627,116,21,403.4,232.4,116
30,215.2,474,632.5,437,48.8,67.2,364.8,328.75,275.6,701,3904.2,95.6,7.6,106,579.6666667,76.6,204,102.6,512.75,70.8,34,193.4,624.8,155.1,87.2,346.8,289.4,160.6
75.4,120.8,399.8,701.7,419.6,18,65.6,169.4,276.75,424,845.8,3111.6,56,2.6,193.2,547,284.1,92.2,72.8,555.5,100.4,186.8,263.7,226.6,217.9,129,499.6,445.3026308,195
122.4,231,275.8,535.8,408.6,56.4,5,160.6,203.75,491.6,623.8,2201,93.2,2.6,160.6,716,192.5,135.2,264.6,122.25,150.6,209.4,139.5,186.6,165.5,43,562.4,474.4,173
234.8,143.8,343.4,475.6,187.8,62.8,37.6,165.8,338,438.6,492,2241.8,236.6,0,171.6,654,240.3,228.4,210.6,335.75,299.8,267,199.2,782.2,357.8,138.6,832.4,466,60.6
707.2,43.6,451.2,479.5,229.8,75.8,35.2,119.2,476.25,298.6,454.4,1769.8,94,0,395,715,346.1,179.2,166.6,767.5,317.2,544.2,257.8,315.2,285.7,41,1063.8,438.6,72.4
686.2,174.4,446,481.9,325.6,87,152.6,53.2,614,289,403.4,2670,305.8,7.6,390,873,366.7,139.2,105.8,715.75,317.8,635.6,143.5,264.6,74.9,81.2,740.4,531.4,40.6
188,122.4,445,481.8,152.6,84.4,166.2,39.6,354.5,288.8,258,1141.4,99.6,12.6,276.6,587,410.4,104,31.4,762.25,238.6,551.6,132.6,284.2,60.4,103.6,974.6,533,55.8
286.8,105,290.6,443.7,486.2,78.4,25.2,49,244,442.4,321.4,1385.4,58.2,0,205.4,394.3333333,286.5,180.6,2.4,576.5,192.2,780.4,150.1,170.8,124.2,83.7,894.4,360.6,173.2
277.8,97.2,261.6,522.8,248.6,53.8,17.6,113.2,572.25,633,326,2037.8,302,113.4,202.8,661.3333333,361,170,52,992.5,172.8,536.6,177.4,418,51.3,41.5,456,388.6,46.2
108.8,94.6,280.6,423.1,96.6,108,22.6,259.2,539,440.8,438.2,1798.4,111,79.8,118,588,389.2,143.4,149.4,670,121.2,326.4,228.2,698.8,57.5,76.2,472.6,290.6,76.2
234,177.2,379,622.6,195.2,86.6,0,140.2,324.25,469,454.8,2072.6,65.6,47.6,60.4,532.6666667,523.3,167,153.6,187.75,114.6,326.6,156.2,611.4,58,98.4,280,329.8,93.4
397,266.4,169.8,441.8,139.4,97.4,10,165.2,130.5,350.4,391.2,946.2,26.4,207.4,198.4,599,412.8,218.8,50.6,198.5,147.8,565.8,212.6,599.8,31.9,62.2,152.4,293.4,105.2
410.6,359.2,338.4,407.6,73.4,49.6,56.6,85.6,339.5,565.4,610.8,1066.6,38.4,171.2,198.8,658.3333333,237.1,179.8,117.4,195.75,131,751.4,56.1,598.4,45.5,79.2,576,556.4,122
154.6,281,433,361,246.2,87,191.2,86,129.75,666.8,272.8,609.2,19.2,398,152,784.3333333,429.6,331.2,173.1562505,162,68,208.6,139.6,244.8,133.4,50,345.2,456.2,103.6
203.4,445.4,178.6,355.6,445.6,25.6,128.4,100,168.75,437.4,371,656,19.2,58.8,204.4,426,395.7,349.6,145.4,297.75,81.6,165.2,113.6,154.2,185.2,143.2,286.8,187.2,83.4
260.6,533.2,153.6,306.3,338.6,60.8,53.8,91.2,280,411.2,346.4,625.6,12,30,107.4,559,353,159.2,184,741,89.4,274,94.2,527,148.4,143.2,167.4,228,168.6
196.2,391.8,91,642.8,400.4,67.2,35.6,59,326.25,455.2,190,872.8,21.6,117,60.2,520,224.1,200.8,366.2,602.5,101.8,266.2,261.9,630.6,77.4,37,140.8,270.8,70.8
169.6,423.8,430.8,556.4,299.6,51,60.4,144.4,300.5,354.2,124.4,1398.6,26.4,439,48.2,780,259.8,151.6,369.6,471.75,94.2,328.6,125.2,326.4,209.5,62.8,490,282.6,207.2
155.6,424,235.6,985.3,191.8,43.6,247.4,82.8,553.25,613.8,287.4,2154.6,9.6,121.4,77.4,818.6666667,562.8,325.6,321.8,938,155.2,363.6,273,172.4,145.9,44.6,333,278,169.2
55.2,115.2,148.4,680.4,279.2,54.8,373.4,37.2,661.5,405.2,260,2321,16.8,12.6,112,717.6666667,401.4,156.6,53.2,850.25,57.4,575.4,83.6,451,87.7,158.5,305.4,342.2,47.4
196.8,159,223.6,1065.9,214.4,48.8,186.2,172.6,689.25,271.4,222.8,2540.4,14.4,7.6,161.8,403.6666667,372.9,264.8,124,899.75,68,515,97,466.6,53.6,71.3,350.6,369.6,86
233.8,306.2,329,896.6,419.8,72.2,194.8,81,767,436.2,65.2,2361.8,2.4,162.6,127.4,853.3333333,316.7,408.4,96,495.75,156.4,909.2,141,494,113.3,75.2,160.8,368.4,25.2
478.4,506.4,240,932.2,77.2,94.6,247,146.6,642.5,517.2,12.8,2268,17,157,47.6,462,264.2,235.6,51.6,167.5,143.2,404.6,163.6,408,208.1,113,79,200.8,70.6
309.2,473.6,321.8,852.8,229.2,160.4,190.2,168.4,819.5,459,35.2,2867.8,46,20.2,10.2,441,380.7,254.8,66,490.75,48.2,180.8,263.1,235.2,135,99.6,143,365.4,51.2
561.8,579.8,322.8,805.2,276.8,117.8,59.6,411,407.25,408.6,68.2,2372.4,21.6,62.8,66.4,415.6666667,315.5,191,52,711,114.2,503.4,412.2,111.2,132.4,170.2,9,421.6,57.2
766,361.6,263.6,937.7,248.4,68.2,30.2,447.2,314.25,493,97.8,784.2,9.6,105.8,253.8,173,217.4,149.2,87.8,480.75,169,459.8,227.6,245.4,156.2,121.1,73,467.8,33.8
379.4,235.6,276.4,904.6,379.8,43.6,5,457.8,631.75,504.4,70.4,631.4,4.8,222.4,294.8,187,282.4,246.4,48.2,724,124,856.8,185.2,361.6,60.8,93.3,240.2,585,66.8
184.4,582.2,48.2,831.7,501.4,75.8,5.2,609.6,595.25,470.6,84.4,758,21.6,252.4,334.4,135,398.3,237,61.2,948.75,33.8,824.4,178.2,483,44,116.6,63.2,368.4,222
220.8,315.4,80.2,771.7,361.4,116.8,76.4,681.8,350.75,389.2,42.8,596.2,9.6,739.2,341.8,367,222.4,431.2,33.8,558.75,85.4,653.8,275.4,490.4,67.2,274.4,366.8,421.6,292.4
281.4,283.6,284.4,890.7,853,160.8,142,601.8,731,502.2,27.8,413,41,206.4,617.6,540.3333333,118.5,278.6,67.6,426,146.4,591.2,126,700.6,92.4,212.7,399.2,1099.2,80.2
530.6,154.6,239.6,700.2,901.4,141.4,279,826.2,1184.75,289.2,90,1196.2,60.4,131,488,364.6666667,57.6,302.2,36.2,679,269.2,598,161.6,432.2,38.1,134.2,181.4,477.6,94
668.6,180.4,195.6,1572.4,791.2,63.4,30,617.2,910.5,357,10.2,1195.8,38.6,109.4,761.6,782.6666667,30.8,213.8,79,620.75,103.4,209,157.5,331,148.3,37.5,268.8,494.4,156.6
212.2,303.8,239.6,1159.1,628.4,70.2,197.2,504.2,952,359,87,1374.4,28.8,57.2,949.6,473.6666667,235.3,256.4,66,761.5,125.4,155.8,302.8,315.6,66.6,85.5,360.6,361.6,42.8
594.8,347.2,299.2,1061.8,776.6,35.8,169.8,393.2,628,338,173.4,1442.6,120.8,383,777.6,527.3333333,165.4,245.8,118,774.25,75.4,333.8,278.4,539,172.7,3,340.2,365.4,62.6
263.2,331.2,310.2,1405.6,931.4,134.8,44.6,473,394,336.8,197.2,1402.6,186.4,132.67873,544.2,621,119.7,202.8,113,361.5,120.8,339.6,329.4,300.4,135.1,17,385.8,270.6,161.4
291.2,345.6,182.4,1105.5,487,75,17.6,638.6,678.5,419.8,161.4,1453.8,120.2,39.27873,1144.8,784.3333333,275.7,240,19.4,200.75,197.4,422.4,443.2,294.2,93.5,37,135.4,412.2,28.2
386.4,356.2,177.2,378,279.4,195.4,0,530.4,647.5,285.8,193.4,594.8,172.8,417.2,1590.2,688.6666667,244.2,371.8,17,210.25,58.8,692.8,143.8,541,57.6,51.7,112.4,227.4,80
537,129.6,207.2,503,177.4,88.2,15.65696313,359.8,444,242.6,265.8,569.8,202.2,102.4,1732.4,550.3333333,428.9,300,56.6,143.25,139.2,212.8,281.2,301,7.3,87.4,75.2,392,150.2
533.4,258.8,342.6,478.5,213.6,125.4,117,602.2,484.5,226.4,352.4,503.2,120.4,128.2,1696.2,372,305.7,99,44.4,228.25,233.8,232.8,204.4,482.2,22.7,125.9,86.2,262.4,193.4
207.4,119.2,316.6,963.6,454.8,88.6,211.2,816.4,500,279.6,283.2,543,94.6,359.4,1955.2,263.6666667,318.8,92.4,109.6,259,247.2,219.8,256.2,554.8,77.6,86.2,165,353.2,185.8
459.6,25.6,258.8,407.8,229,113.6,546.6,469.2,396.3775499,473,568.8,502,77.2,329.8,1686.6,559.6666667,271.2,161.2,85,299.75,53.2,296.2,75.6,606.4,244.8,204.3,42,271.4,66.6
491.8,464.4,323.6,806.1,285.4,53.8,182.6,283.4,768,245.8,694.8,389.8,47.2,218.8,1702,481.6666667,263,268.8,99.4,571.75,44.8,259.4,82,661.6,51.6,334.5,121.8,397.4,354.4
78.8,372.8,75,1030.7,287.2,169,73,587.8,599.75,266.2,475.8,389,86.8,215.4,3238.2,723,277,187.4,156.4,997,19.2,240.8,335.4,527.8,2.5,159.6,285.2,427.6,155
47.6,196.6,180.6,1199.8,91.2,223.8,38.6,463.2,463.75,224.4,493.4,426.6,130.8,153.2,577.4,537.6666667,234.6,254.4,28.8,461.75,28.8,519.4,313.5,160.6,41,258.3,289.8,287,66.8
70.2,336.4,213.4,889.8,198.6,99.8,161.2,353.6,606.75,401.8,241,530.4,60.6,276.6,1492.6,504.6666667,265.8,358.6,66,92.25,101,159.8,231.6,182.8,78.1,302.6,82,213.4,15.6
71.8,420.8,67.6,1128.6,446.2,135.6,127.4,428,508.75,398,223.8,510.8,112.4,337.4,1945.8,409,242.2,375.2,36.2,245,31.2,187,170,421.4,96.8,163,206.6,317,67.8
273.4,263,94.2,1238.7,275.8,191,210.2,580.8,365.25,136,297.6,403.6,76.4,152,912.2,326,239.7,160.6,26.6,411,118.8,193.4,130.4,414,102.8,157.9,255.4,327.2,79
266,186.6,126,1113.7,152.8,85.2,220.8,697,518.75,358,363.4,294.6,26.6,288.2,2373.4,147.6666667,169.4,166.6,33.8,927,97.2,364.4,187.6,276.2,83,59.1,191,342.2,81.8
71.8,208,210.6,1574.3,196.4,38.4,120.4,510.6,424.25,385,445.8,572.6,9.6,148.6,3209.4,128,246.3,282.8,121.8,576.25,89.4,67,106,520.8,38.1,163.2,225.4,341.8,266.6
210,261,102.4,1500.4,199.8,28,32.8,467.2,674,370.2,500,594.6,43.4,156.8,959.2,383.3333333,252.9,275.6,21.6,317.25,154.4,304.4,94.2,450.2,21.2,144.8,409.2,307.2,178
297.6,234.2,114.8,800,418.4,69.8,32.6,593.8,522,392.2,567.6,524.4,61.8,287.2,1363.4,616.3333333,265.7,227.6,24.2,179,60.6,441.4,69.4,414,59.5,55.2,637.8,210.2,146.4
261.6,292,137.6,1076.7,249.2,46,5.2,464.8,432.25,372.4,305.8,766.4,31.4,193.4,526.4,613.3333333,195.6,182.6,36.2,200.25,45.8,377.2,228.7,378.6,32.6,132.3,531.8,257.6,35.6
583.8,564.8,187.8,938.3,549.6,66.6,41.6,579,394.5,184,563.2,973.2,50.6,134.6,526.4,420.6666667,251.4,223.8,41,151.5,110.6,225,155.6,261.6,67.3,101.4,407.8,287.8,63.4
807.6,527.4,180.8,1063.9,668.8,43.6,0,630.2,400.25,327.2,825,1050,36.2,117.4,1409.8,484.6666667,349.6,282.2,41,299.25,167.6,385.6,70.8,193.4,28,354.6,511.2,434.8,215.2
521,600.6,241,1666.7,395,65,30.2,758,469.75,738.4,502.4,575.6,38.4,187.6,1887.8,207,320.4,273.2,105.4,217.25,205.2,288.8,187.3,340.2,54.5,174.4,582.6,332.8,190.2
227.4,294.4,262.6,906.4,451.6,51.2,27.6,585,374.75,739.4,519.2,763.4,104.2,111.6,1126.8,617.6666667,337.3,179.2,43.4,3.25,103.8,681.8,103.2,369.8,31.1,327.2,482.4,445,88
160.6,759.8,167.6,858.1,247.8,12.8,32.6,619.8,719.75,901.8,545.6,807.6,41,65.8,1719.8,523,576.3,219,66.2,119.25,73.4,1659,155.4,393.4,24.4,128.5,268,331.2,201.2
91.4,924.2,103.8,1166.4,261.4,173.6,37.6,628,752.25,811.6,607.8,582.4,173,80.2,1573.2,257.6666667,195.6,412,43.4,284.25,148.2,1969.2,297.5,373.4,23.7,155.4,36,216.8,77.4
235.2,398.4,142.8,1471.4,233.8,135.4,68.4,800.4,417.25,582.2,481.4,788.6,89.8,95,1380.2,166.3333333,313.4,238.6,7.2,130,140,2236.6,303.6,497.8,73.6,153.1,43,273,89
527,305.2,50.8,773.6,398.6,137.6,25,467.2,283.5,463,344.4,1129.4,24,156.2,2444,125.3333333,348,202.6,373.8,163.75,60.4,1171.2,190.2,214.6,105.8,52.7,53.2,95.6,253.4
640.8,659.8,137.6,850.7,801.4,79.4,7.6,503.4,408.5,336.4,284.4,330.2,65.6,201.2,1288.4,151,206.5,97.2,417.8,239.75,31.4,344.6,138.1,258.8,56,71.7,126.2,205.8,372
246,600.2,99.2,826.6,782.8,70.2,5,517.8,148,222.8,204.2,431.8,72.8,90,1735.8,76.66666667,166.8,261.2,345.6,420.5,19.4,219.4,113.1,297.6,205.3,98.5,169,271.6,367
389.8,141.4,188.2,883.1,717.2,116.8,10,633,158.5,235,100,391.4,59,158.2,1647.4,393.3333333,408.8,161,351.6,150.75,14.4,390,133.8,169.4,242.2,144.3,25,317.6,190
1070,35.8,153.2,1076.3,588,120.4,32.6,522.6,124.75,505.4,211.8,327.2,29,187.2,1714.8,445.6666667,347.6,268.2,298.2,118,92.8,201.4,312,384.4,88.8,195.3,56.2,685.6,243.6
1284.2,62.6,250.2,849.7,490.8,121,44.6,487.2,369,592.4,101,260.6,9.6,240,2580.4,700,417.2,325,251.4,125.5,151,505.2,373.3,169.2,67.2,165.1,113.4,499,389.8
567.2,115.8,508.2,898.5,413.6,15.4,30.2,478.8,428.25,497.8,72.4,653.2,42,282.6,1968.8,757,393.3,468.6,288,280,85.8,578.6,282.2,327.8,115,359.7,58,555.6,142.6
530.2,105.6,147.6,723.7,433,89.8,55.2,765.2,269.75,343,199.8,800.4,24.2,299.2,980.8,1005.333333,414.7,541.8,273.4,213.25,59.8,108.4,154.7,229.2,78.7,240.3,76.2,292.8,149.2
610.4,236,314.4,1000.1,386,66.4,106.8,584.6,357.5,139.8,139,244.6,29,97,794.2,926,389.8,535.8,205.2,274.25,152.2,249.6,417.5,138.2,51.1,59.8,108.2,417.8,413.2
555.6,165,127.4,906.1,338.8,125.4,126.4,627,320,158.2,213.4,266,41,10.2,494.6,1147.666667,305.3,332.8,155.4,239,100.6,676.2,262.3,239.2,109.7,62.1,114.4,380.6,143
419.4,103,211.4,719.5,211,107.4,32.6,578.4,435.5,326.8,332.2,258.4,43.6,96.4,156.6,846.6666667,331.7,412.6,224.6,584.5,136.2,626.8,411.9,206.8,80.2,38,77.2,205.2,88.4
170,170,120.8,1069.5,402.8,116.8,83.4,643.2,236,260.2,186.6,302.6,36.2,37.6,72.8,556.3333333,489.4,560.6,228.6,639.5,70,279.8,406.2,373,82.4,62.1,162,302.8,69.8
123.4,119.8,87,1269.8,798.6,224.8,2.6,615.8,611,479.8,270.8,256.2,60.4,188.8,90.4,637.6666667,296.7,459.8,187,492.5,117.8,663.6,336.9,357,49.7,104.4,180.8,299.6,84.8
265.4,173.8,73.8,911.9,686.8,242.4,27.6,649.2,875.75,260.6,186.4,556,92.2,76.6,89,525.6666667,106.5,794.2,215.4,613.75,74.8,403.4,127,398.2,200.3,73.7,520,356.8,107
468.4,84.4,264.2,902.1,725,166.4,7.6,577,515,179.6,322,1003.6,76.2,183.2,93.4,776,246.4,807,318.8,707.75,95.6,381,258.6,400.6,55.1,68.1,335.8,410.6,41.4
633.4,214.2,215.6,1129.9,582.4,105.6,22.6,843.8,276.75,314.2,148.4,1412.8,90.4,276.6,437.2,643.6666667,258.7,731.6,334.6,866.5,180,704.2,106.8,562.6,113.8,61.5,211,280.2,29.4
443.2,649.2,259.4,1415,680.6,170,7.6,884.4,236,432.6,150.2,1432,122.6,185.6,559.2,532.6666667,132.9,537.2,247.4,495.5,82.2,437.2,174.6,357.4,158.7,13.5,529.4,482.8,36.6
329.6,475.6,81.6,1181.3,171,58.8,0,951.4,479.25,495.6,185.2,1161,76.4,531.6,756,402,204.5,710.4,414.4,132.25,191.6,520.8,166,299.8,244.2,34.4,611,550.6,100.6
468.8,320.2,82,1295.8,34,149,37.6,556.6,699,374.8,22.6,1210.4,12,267.4,666.8,1541.333333,320,637.4,324.2,141.75,168.6,698.4,101.9,226.6,240,77.7,234.6,461.2,68.4
448.6,233,105.8,1617.1,165.6,148,25.2,585,453.75,264.8,111.4,1262,54.2,192.2,687.8,627.3333333,239.3,320.6,123.6,381.5,80.6,656.8,150.1,332.4,200.7,105.7,475.6,316.6,35.8
267.4,251.4,153.6,1650.5,335.2,38.4,141.6,545,173.25,367.6,173.6,488.4,128,349.2,861.8,403.6666667,552,405.2,214.4,772.75,96,985,275.1,266,151,164.4,473,452.8,33.8
533.2,279,24,1685.3,552.2,121,30.2,649.8,480.5,238.2,75.8,350.8,162.8,94.4,921.6,400.3333333,746.8,380,147.2,762.75,86.8,710.8,77.9,239.6,29.5,55.4,277,376.4,39.6
380.8,325.2,170.2,930.6,203.8,149,20,427.2,879.5,336.4,70.4,352,79.2,68.2,829.6,638.3333333,432.5,308.8,60.8,427.75,100.2,572.2,185.8,204.6,81.5,125.3,394.8,577.8,140
394.4,828.4,85,1226.9,157.8,130.6,56.4,409.8,791,466.8,35,215.2,79.6,67.6,657.6,587.3333333,366.3,185.4,129,146.75,87.8,924.2,64.4,264,175.5,170.8,936,747.8,18.2
163.6,380,140.2,1263.8,76.6,152.6,62.8,456.4,799.25,289.8,104.4,225.4,104.8,246,797.2,661.3333333,331.3,214.6,302,101,60.8,742.6,21.4,142,146.5,170.8,863.2,676,97.2
394,349.2,251.8,1436.2,141,337,47.6,438,694.5,314.8,206.2,211.8,62.8,131,700.2,613,418.4,254.6,265.6,128.5,164.8,495.4,40.1,319.2,182.6,188.6,1026,316.2,312.2
298,321.4,302.2,756.3,375.4,259.6,22.6,712.2,756.75,324.2,211.6,882.8,48.4,101.8,688.6,927.6666667,423.4,328.2,189.2,94.25,97.4,910.2,114.7,288.8,183.7,105.2,650.8,406.4,225
258,276.4,385,708.1,122.8,290,37.6,603,600,387.2,672,1443.6,54.2,25,912.6,625,268.1,290.8,261.8,110,107.6,354.6,210,244.6,308.3,181.7,559.4,508.8,135.2
143.8,389.6,286.4,1175.5,96.6,354.2,95.4,457,983.25,382.6,157.4,1316.6,62.6,53.2,710.6,1041,269.6,181.8,186.4,521.25,103.8,542,412.5,160.2,272.5,122.6,365,403.2,261.4
407.6,284.8,140.6,1903.1,12,159.8,37.6,746,785,257.6,174.2,1220.8,55.6,137.4,854.4,635.6666667,140,157.2,170,337.5,16.8,217.2,421.2,352.8,319.1,53.2,663.2,542.2,185.2
429,378,214.4,1453,26.6,175.6,56.2,615.4,862.75,335.2,61.6,1115.8,28.8,150.6,772,439.3333333,179.4,336.6,260,485.5,67.2,223.6,386.8,514.8,387,17,298,398,267.6
669.2,436.8,262.8,1468.7,29,43.4,25,292.4,609.5,218.2,68.2,658.8,19.2,57.2,731.8,591.3333333,249.7,305.8,457.4,239.25,103,687.2,307.2,484.4,375.5,0,109.2,383.8,392.6
466.8,140.2,204.2,1173.5,43.4,67,109,499.6,380.25,148.4,84.4,460.2,19.2,42.6,715.4,714.3333333,334.5,121.2,266.6,180.75,31.4,657.2,304.5,393.2,137.3,10,72.2,386.4,307.8
571.4,239.2,106.6,1100.7,56.8,208.4,280.2,600.4,358.75,141.2,350.6,541.6,81.8,89.4,702.2,646.2299323,273.4,100.8,193.8,218.75,47.2,402.6,98.9,156.4,188.7,9,232.8,506.8,177.6
747.8,242.4,184,773.7,169.4,166.4,99.4,558.2,699,49.8,207,526,112.6,167.6,647,461.6666667,298.7,94.8,70.2,297.25,82.2,428.8,132.9,308.8,148,29.5,157.6,256,213.2
391.2,469.2,87,827.5,126.6,95.8,172,455.6,774.25,213.8,243,655.4,132.8,172,796.2,694.6666667,505.6,204.8,58,295.5,59.8,121.6,303.8,121.8,262.1,0,362.2,389.8,122.8
699.6,257.2,250.6,590.4,98.6,154.2,207.4,600.2,763.5,450,322.8,641.4,68,109.4,690.8,862.6666667,533.8,260.6,68.6,237,128.2,197.4,67.3,38.8,276.1,2,197.4,536.6,151.6
637.8,139,243,517.7,46,164.8,50.6,422.6,1057.25,250,244.2,498,68.6,186.2,868,953.3333333,551.2,151.8,112.4,221,120.4,279.8,99.2,276.6,227.6,0,298.8,550.6,43.6
254.4,303.6,224,1046.7,164,191.6,15.2,316,867,81.8,80.2,321.2,53.2,120.6,1071.2,572.6666667,555.9,246.4,77.2,454.75,143.4,132,157,271.6,253,13,410.8,351.8,140
504.6,322,217.4,1045.9,246.8,275,25,580.8,812.75,196.2,234.4,709.6,105.2,240.4,508.4,246.6666667,593.8,279.6,56.6,470,128.6,166.6,72.9,110.6,113.7,66.2,291.4,597,140.2
162.4,522.8,277.2,526.1,142,144.8,207.8,455.4,1028.25,75.4,199.4,512.4,82,456.8,528.8,96.33333333,378.9,471.6,66,480.25,131.2,451,61.5,208.2,94.8,24.5,222.6,500.4,154.4
523.6,458.8,278,809.5,393.4,217,126.4,560.6,928,42.4,138,398.2,118.2,437.2,220.2,205,434.4,322,83.8,378.25,100.4,234.6,53.6,117.6,107.3,29,357.8,367.4,29.2
294.6,500.8,219.8,767.2,562.2,86.4,50.6,634.2,812.5,57.8,219,196,85,287,214.8,187.6666667,460,248.8,36.2,390.75,14.4,628.6,38.8,171.8,127.9,14,316.6,338.4,96.6
590.8,402.6,159,431.7,492.2,116.6,68.2,696.2,594.25,62.4,187,408,72,81.4,211.4,225.3333333,717.1,297,138.6,661.75,71.4,229.6,67.8,157,101.4,3.5,392.8,299,26
565.2,620.4,532.4,744.6,299.8,145.8,15,800.6,776,20.4,111,347.2,38.6,140.6,674.6,188,601.4,271.4,48.6,448.5,141,264.4,27.6,188,211.4,1.5,208.8,377.8,30.8
316.6,539.4,199.4,411.3,239.6,23,7.6,852.8,1418.75,23,152,337.6,138.6,130.6,297.8,427.6666667,570.4,401,38.6,1447,132.8,192.2,251.9,305.2,332.5,1,182.6,274.2,102.6
565.6,383.6,70,273.8,235.8,99.8,32.6,641.2,1278,46,121.4,514,218.8,145.4,277.6,221,719,447,109.6,603,157,391,204.3,265.2,242.4,0,283.4,221.4,121.8
603.2,616.6742466,38.6,348.5,94.2,79.4,15,743.4,959.25,43.4,124,455.2,116,135.6,275,584.6666667,443.3,443.6,82.6,401.5,105.8,360.6,72.6,285.4,99.7,0,390.6,336.8,124.6
454.8,584.4,24,579.9,179.6,66.2,30.2,549.6,424.5,144.8,89.4,280.2,166.6,128,310.4,195.3333333,726.4,351.4,125.6,166.25,112,346.2,57.8,283.4,206.6,1.5,216.4,330.8,98.6
647.6,424.6,29,652.2,158.8,82,50.2,589.6,445.25,291.8,196.8,545.6,169.4,53.8,526,399.3333333,443.3,164.2,60.8,350.75,78.6,586,87,215,284.6,9.5,121.4,371,83
563.8,640.8,113.8,771.9,121.8,100,5,557.2,480.25,235,166.6,339.2,62.6,162.2,590.8,114.3333333,636.2,435.2,68,740.75,74.8,317,94.4,207.8,298.6,40.7,257,326.2,221.2
