Subj_5,Subj_7,Subj_8,Subj_10,Subj_14,Subj_15,Subj_18,Subj_23
756.3,259.6,22.6,756.75,882.8,48.4,927.6666667,97.4
708.1,290,37.6,600,1443.6,54.2,625,107.6
1175.5,354.2,95.4,983.25,1316.6,62.6,1041,103.8
1903.1,159.8,37.6,785,1220.8,55.6,635.6666667,16.8
1453,175.6,56.2,862.75,1115.8,28.8,439.3333333,67.2
1468.7,43.4,25,609.5,658.8,19.2,591.3333333,103
1173.5,67,109,380.25,460.2,19.2,714.3333333,31.4
1100.7,208.4,280.2,358.75,541.6,81.8,646.2299323,47.2
773.7,166.4,99.4,699,526,112.6,461.6666667,82.2
827.5,95.8,172,774.25,655.4,132.8,694.6666667,59.8
590.4,154.2,207.4,763.5,641.4,68,862.6666667,128.2
517.7,164.8,50.6,1057.25,498,68.6,953.3333333,120.4
1046.7,191.6,15.2,867,321.2,53.2,572.6666667,143.4
1045.9,275,25,812.75,709.6,105.2,246.6666667,128.6
526.1,144.8,207.8,1028.25,512.4,82,96.33333333,131.2
809.5,217,126.4,928,398.2,118.2,205,100.4
767.2,86.4,50.6,812.5,196,85,187.6666667,14.4
431.7,116.6,68.2,594.25,408,72,225.3333333,71.4
744.6,145.8,15,776,347.2,38.6,188,141
411.3,23,7.6,1418.75,337.6,138.6,427.6666667,132.8
273.8,99.8,32.6,1278,514,218.8,221,157
348.5,79.4,15,959.25,455.2,116,584.6666667,105.8
579.9,66.2,30.2,424.5,280.2,166.6,195.3333333,112
652.2,82,50.2,445.25,545.6,169.4,399.3333333,78.6
771.9,100,5,480.25,339.2,62.6,114.3333333,74.8
464.3,110,7.6,633,280.4,80.2,333.6666667,48.4
572.6,49.2,15.2,612,371,58.4,769,38.6
450.2,154.8,27.6,1391.25,279.2,60.6,331,21.8
239.2,80.4,17.6,1175.75,334.2,64.2,304,80.6
168,130.8,116,817.75,302,53.2,264.3333333,80.4
365.7,102,2.6,900.25,422.6,63.2,423.3333333,74.8
330.2,93,7.6,769,442.6,48.4,771.6666667,12
247.7,134.6,0,723.25,442.2,29,558.3333333,98
254.3,296.6,25.2,1017,290.6,62.4,1053,14.4
341,173.6,10,925.25,462.2,45.8,919,108.6
401.6,158.6,20,877,278.2,73.8,589,192.4
243.3,162.8,42.6,924.5,312.2,157,532.6666667,251.6
358.9,234.6,97.4,864.75,437.6,58,776.6666667,138
362.8,272,79.2,819.75,429,82.2,706.6666667,96.6
379.6,135.2,63.2,645,260.8,48.2,586.3333333,140
263.8,349.2,35.2,740.25,232.2,48.81162871,724.896599,114.4
247.3,169.6,22.6,932.25,360.8,19.2,996.6666667,137.2
108.3,219.6,69.2,1123.25,236.6,21.8,510.3333333,79.6
230.9,133.8,0,947.75,375.2,12,224.3333333,92.6
86.6,195,0,1323.75,318.8,19.2,590.6666667,84.6
225.7,119.8,171.2,1232.25,312.2,53,451.3333333,48.2
303.4,133.2,206.4,1005,699.6,105.8,465.5632657,92.6
358.5,172,47.2,711.5,283.6,138.6,434.3333333,128
501.1,185.8,2.6,793.25,552.4,86.4,518.3333333,145.8
242.3,186.8,15.2,1003.25,348.8,71,996.6666667,150.6
197.1,129,37.6,859.5,232.2,76.2,439.3333333,33.6
461.6,30.8,20,608.5,262.4,33.8,385.6666667,108.4
718.4,10.2,10,487,255,116.4,340.6666667,67.6
646,7.6,27.6,318,323,62.8,490.6666667,53.2
567.2,23,60.6,232.25,389.6,46,329.6666667,100
250.9,86.6,62.6,445.25,436.8,115.4,339.6666667,87.4
479.4,103.4,90.8,812,399.6,163.2,1080.333333,98
658.2,57.8,65.4,471,767.2,230,609.3333333,146.4
726.7,81.4,54.8,568.5,715.8,491.4,569.3333333,143.8
636.6,59,111,441.75,310.4,151.8,433.6666667,135.2
705.7,69,68.2,804.25,701.6,124.6,221,81.6
790.4,158.6,84.8,545.75,879.4,181.2,240,128
449.7,128,15,275.75,837.6,33.8,343,163.8
798,214,168.2,232.75,668.8,58.2,936,64.6
603.3,97,159.6,427.25,744.4,79.6,973.6666667,91.8
400,142.8,216.8,268.25,916,79.2,482.3333333,118
454.9,95.8,184.6,269.5,960.2,234.2,634,109.6
618.3,33.2,42.8,354.5,660.2,116.8,795.3333333,122.2
570.5,33.2,323.2,556.5,693.2,88,487.3333333,187.4
871.9,65,321,599.75,1222.6,16.8,394.3333333,91.6
698.6,56.4,172.6,527.75,1065.6,48.2,282.3333333,74.4
740.6,177,265.6,675.25,924.6,101.4,496.6666667,90.4
866.6,129,234,506.25,964,29,390,72.4
834.3,122.8,185.2,481.75,867.8,52.6,676.6666667,55.4
624,130.8,158.2,979,841.4,50.6,232.3333333,161.8
595.5,89.6,50.2,996.5,843.8,43.4,278.3333333,64.2
365,73.2,139.8,649.25,801.6,48.6,265.6666667,129
419.4,41,183.2,380.5,672,41,247.3333333,58
573.8,66.6,135.2,463,484.6,75.8,299.3333333,112
650.8,51.8,190.8,532.75,799.6,14.4,334.6666667,225.2
868.3,20.6,167.8,461.25,774.4,51.21162871,374.3333333,166.2
601.4,10.4,155.6,684.75,925.6,4.8,321,78.6
909.9,23.2,97.4,591,983.2,9.6,282.6666667,169.8
586.3,41,188.8,284.25,1189.4,9.6,570,131.4
401.9,56.4,25.2,352,625,26.6,479.6666667,91.8
571.3,167.4,65.8,194.75,399.4,132.8,365.3333333,146.2
600.4,148.6,170.4,286.25,868.4,94.2,195.6666667,84
470.4,13,202.2,808.25,868.4,21.6,586.3333333,115.8
924.2,83.4,86.4,533.25,1027.6,36.2,500,158
774.1,42.4,25,711,1007,16.8,697.3333333,152.2
491.2,126,58,352.25,1027.4,48.2,496.6666667,361.6
645.5,180.8,86.2,441.75,751.6,55.4,527.3333333,98
410.9,78.4,196.8,339.5,997.6,21.6,609,90.4
383.9,130.6,266.6,544,753,19.2,491.3333333,101
508.1,110.2,15,504.5,381,26.4,428.3333333,189.4
434.7,69,7.6,243.75,601.4,33.8,465,142.4
506,117.4,108.4,212,476.4,53.2,419.6666667,53.2
740.2,250.8,237.4,316.25,426.6,7.2,622,210.8
731.6,188.8,236.2,451.75,344.4,141.2,414.6666667,228
548.6,176.6,372.4,125.5,321,94.6,486.3333333,249.2
432.5,223.2,159.6,244,476.6,125.2,548.6666667,170.6
516.5,128.6,170.4,407.25,515.4,74.8,299.6666667,135.2
586.9,97.8,240,539.5,537,62.8,431,90.4
579.3,91,225.8,571.5,487.2,46,299.6666667,31.4
684.6,28.2,169,493,411.6,95,450.6666667,157.4
467.7,53.4,52.6,428.5,434,21.6,467,50.8
509.7,89.6,102.4,258.5,745.4,19.2,346.3333333,174.8
215.2,65,163.2,719,321.2,50.6,320.6666667,122.6
239.4,33.4,17.6,476.75,144,31.2,359.3333333,158
157,43.4,37.6,568.75,260.6,41.4,484,102.4
289.7,63.6,25.2,448,488.2,51.6,370.3333333,72.4
314.3,103.4,84,711.5,415.6,14.4,406,46
334.1,41,222.4,587.25,510.4,155.6,356,105.2
557.7,5.2,55.4,419.75,688.6,116.8,432.3333333,51.6
598.1,25.6,15,468.25,360.8,127.6,490.6666667,41.2
568.7,30.8,75.2,670,138.6,185,629,93.8
543.2,10.2,58.2,584.25,219.8,103.8,605.3333333,109.2
441.7,7.6,52.8,840.75,221.6,50.8,560.6666667,65.8
428.3,0,128.6,1095.25,252.4,45.8,471,36.2
723.4,0,22.6,461,247,82,486.6666667,65.6
910.8,15.4,42.8,989.75,161.6,58,338,58
890.4,58.8,25.2,809.25,368.8,16.8,620.3333333,43.6
476.5,23,50.2,664.5,458,34.2,243.3333333,77.4
617.7,28.2,42.6,977.5,424.2,31.4,248.3333333,51.6
759.2,144.4,37.8,244.5,650.4,55.6,240.6666667,57.4
611.3,146,100.4,440.75,1332,100.4,271.3333333,19.2
478,180.2,243.2,393.75,1182.4,46.2,522.3333333,31.4
458.7,162.8,223.4,575.25,1211.8,48.4,350.6666667,91.4
644.4,170,47.6,714,467.6,73.4,493.3333333,7.2
780.7,196.6,37.6,613.5,323.2,71.4,351.2299323,50.8
543.1,105,109,812.5,187.4,83.4,688,98.6
445,40.8,48.2,711.25,138.6,65.2,1070.333333,127.8
449.8,7.6,27.8,735.75,220.2,91.2,735.6666667,24
321.1,85,27.6,862,558.2,83,698.3333333,43.6
243.3,28.2,70.2,757.75,933.6,77.2,979.6666667,41
521.9,45,75.4,964.75,657.4,66.6,1038.333333,104.2
275.2,61,128.2,862,395.4,72,1484,77.2
291.4,89.2,111,576.5,312.6,29,1186.333333,81.6
604.3,38.4,88,337,107.2,16.8,1183.666667,132.4
249.5,88.6,25.2,475.75,35,26.4,683.6666667,149.2
406.5,82,63.8,277.5,244,41,1171.666667,148.8
348.1,192.6,284.6,457.5,137.6,38.6,924,97
412.4,92.6,185.2,596.75,201.2,21.6,1188,128.4
272,153.6,171,428,195.2,31.4,997.6666667,51
252.4,88.6,163.6,501,163.2,4.8,1220.333333,142
352.3,177.2,294,770.5,660.4,4.8,695.3333333,95.6
479.4,89,118.6,547.75,381,12,1227,61.8
462,89.4,188.2,553.5,252.4,68,789.3333333,89.8
554.5,74.8,158.6,275,389,31.4,572.6666667,16.8
300.4,57.8,269.4,387.75,263.4,24.2,808,74.8
270.9,128.2,183.8,309.25,287.2,31.4,1539.666667,100
334.1,65.6,130,329.25,382.4,59.4,1554.666667,200.8
400.9,18,12.6,187.5,587.6,125.6,1019,90.6
512.8,18,81.4,226,476.8,110.2,424.3333333,150.6
799.6,12.8,57.2,479.25,332.8,45.8,849.3333333,78.8
702.7,15.4,30.2,512.75,413.4,59.2,969.6666667,70
508.1,84,244,520.25,236.8,41,830.3333333,154
352.1,87.6,72.8,727.75,466.2,24.2,704.6666667,163.2
450.9,38.6,40.4,522,461,21.6,792,68.4
466.1,23,45.2,733,245.4,16.8,1004.333333,60.8
383,30.6,17.6,451,467.2,62.6,1000.333333,16.8
501.9,126.4,90.2,651.25,330.4,41,322.6666667,24
607.2,101,144,566.5,214.4,46.8,687.6666667,84.6
262.8,132.2,117.6,448,339.8,72.6,509.3333333,104.2
391.9,132,42.8,707.25,233,67.4,647.6666667,105.2
216.1,10.2,25.2,411,174,58.8,736.3333333,82.8
145.9,53.8,88.8,530,203.4,56.4,588,132.8
615.8,163.8,22.6,463.5,281,51,784.3333333,98.6
302.1,207.6,17.6,352,359.8,24.2,355,126.6
401.5,277.6,47.6,418.5,282.2,55.4,480.6666667,98
294.4,144.4,101,672.75,462.8,36.6,305.6666667,29
100.7,122,40.2,447.25,231.4,56.4,502.6666667,24.2
254.1,207.8,160.8,414.75,238.8,33.8,531,58.4
182,197.6,35.2,226.5,285.6,46.2,1475.333333,31.2
216.4,296,111,450.5,72,96.2,1043.666667,123.8
238,213.2,175.6,733.5,170.2,115.6,975.3333333,79.2
411.7,159.8,266.2,692.75,107.4,53,406,77.2
273.1,166.4,110,855.75,151.2,88.4,861,70.4
228.1,219.2,281.6,893.5,341.6,9.6,709.3333333,55.4
293.1,129.4,177.4,712.75,359.6,12,442.6666667,100.4
416.6,150,55.4,409.75,195.8,12,262,67.6
185.7,96.8,130.8,855.25,174.6,19.4,224.3333333,124.6
199.1,107,97.8,904.25,194.8,211,304,88.4
126.9,263.8,84,609.5,255,67.6,287.6666667,29
307.6,97.8,74,844,661.8,7.2,653.6666667,19.2
345.1,265.6,5.2,651.25,376.4,12,400.3333333,9.6
395.3,426.6,20.2,898,75.8,68,363.3333333,59
429.1,228,32.6,480,84.8,33.8,689.3333333,63.2
389,192.6,134.4,855.75,30.2,43.8,543.6666667,82
286.4,43.6,71.4,617.5,321.6,36.2,748.3333333,70.6
320,56.4,35.2,951.75,634,50.8,1087.666667,52
447,113.6,112.4,448.5,1124.2,14.4,724.3333333,91.6
550.9,58.8,87.8,702,778.4,57.8,842.3333333,56
615.9,168,63.2,694.5,858.2,297.6,318.3333333,12
259.7,260,60.2,1068.25,803,160,385.6666667,33.8
246.8,334.8,136.6,786.25,891,59,604,49.6
265.6,234.2,53.6,720.25,1162.2,50.6,974.6666667,124.4
297.5,237.6,40.2,777.25,812.2,26.6,395,151.6
690.7,170,84,757.25,714.4,47.2,535,80.2
376.4,178,161.6,575.75,333.2,24.2,626.3333333,96.2
450.9,83.4,185.8,361,255.6,43.4,487.6666667,69
485.6,195.2,119.4,528.25,159.6,43.4,491.6666667,86
790.6,134.2,353.4,811.5,102,41,501,42.4
674.5,119.8,150.4,218.25,258,103.8,749.6666667,53.6
409.8,233.6,123.6,471.75,386.2,66.6,415.6666667,72.8
575,62,40.2,908,304.2,46.2,792,86
501.2,0,79.2,1261.25,366.2,38.6,342,93.2
231.5,10.2,88.4,889.75,337.8,14.4,455,36.2
397,2.6,77.8,321,273.2,71.4,541.3333333,14.4
286.2,48.6,87,450,456.8,72.8,397,36.6
249.5,43.6,67.6,676.25,699.2,56.8,694.6666667,40
247,33.4,100.8,1083,803,49.6,512.3333333,60.4
305.2,30.6,27.6,400.25,613,238.6,874,31.4
359.7,7.6,12.6,63.25,340.4,183.8,750.3333333,0
320,0,85.4,64.5,223.8,113,325.3333333,26.6
141.6,10.4,50.8,198.75,568,241,644,0
378.6,39.4,104.4,287.25,320.6,186.6,624.6666667,12
180.4,2.6,107.4,235.75,207.6,39,1260.333333,26.6
372.3,12.8,123,365.75,177.8,48.4,1138.333333,36.2
187.1,0,314.8,272.25,403,14.4,633.3333333,29
125.4,5.2,374,230.75,173,47.8,692.6666667,55
131.3,18,299.2,106,288.4,36.2,880,42
138.3,69.6,166,642.75,207.4,55.6,824.6666667,24.2
259.5,36.4,128,377,223.2,33.8,794.6666667,121.2
226.5,54.4,264,771,191.8,21.6,790.3333333,113
155.1,67,108,668.75,438.2,59,764.6666667,134.8
84.8,28.2,241.4,433,642.6,12,509.6666667,222.8
121.5,96.8,179.6,624.25,631.4,53.6,536,155.2
414.2,67,100.8,455,937.2,24.2,780.3333333,91.6
308.6,12.90162885,65.2,542.25,667,58.4,1894.666667,101
347.5,106.4,246.6,503.25,665.4,59.4,1433,203.8
437.1,25.6,75.8,621,790,109.2,1012.333333,115.4
320,25.6,47.8,310.5,807.8,79.8,440.3333333,77.2
198.7,5.2,27.6,829.5,845.4,26.6,920,136.2
411.6,0,5,694,1006.8,102.4,972,50.8
368.8,0,32.6,670.25,670,50.6,852.3333333,31.4
333.3,2.6,48.2,632.5,661.6,80.6,641,164.2
299.7,0,7.6,628,700.2,31.4,623.6666667,84.8
323.3,41,67.8,1217.75,686.4,19.4,985,50.6
634.1,28.2,78.2,989.25,728.4,65.2,845.6666667,48.2
353.6,7.6,47.8,929.75,996.6,45.8,1313.333333,52
468,0,97.4,909.25,902.8,53.2,993,125.2
618.9,2.6,25,1018.25,1084.2,280.2,584,54
609.8,0,90.4,959.25,723,301,843,14.4
447.9,2.6,27.8,1039.25,359.2,417.8,876.3333333,58
273.9,5.2,57.6,1072.25,243.4,98.4,365,96
317.5,0,47.6,783,183.6,99,572.3333333,97
338.3,0,91.2,788,123.6,86,931,107.2
289.5,7.6,150.2,1175,106.6,83,728.6666667,43.6
132.3,0,96,1019.75,226.8,135.2,275,66
362.1738061,0,86.4,856.5,238,100.4,583.6666667,52.6
237.3,0,72,426.75,170.6,244.6,981.6666667,38.6
443.8,0,85,783,157.8,241.2,866.3333333,83.2
437.8,0,40.2,373.25,254,173.4,1157.333333,58.4
355.5,0,30.2,353.75,290,149.2,665,16.8
355.5,0,20,665.75,195.8,288.4,792.6666667,67
353.2,0,22.6,572.25,81.8,48.2,537.3333333,202.4
526.8,10.2,0,514.75,167.2,85,964.3333333,117
518,0,0,539.5,176,136.6,513.6666667,78.6
578.8,0,52.8,471.75,138.8,222.6,55.33333333,106.2
671.3,7.6,110.4,365,358,250.6,51,80.6
542.9,0,47.8,893.5,130.6,161.8,523.3333333,62.8
534.2,0,55.4,790.5,117,98.4,1161.333333,150.8
381.6,0,37.6,437.25,246.4,107.6,504.3333333,206.8
466.8,0,20.2,668,191.8,64,711.6666667,264.6
214.7,0,32.6,728.25,168.6,45.8,758,243.8
382.9,0,83.4,796.25,161.6,112,1267.333333,427.6
308.9,2.6,98.8,581.75,281.6,14.4,1079.666667,301.4
370.2,85,10,624.75,59.6,24,767.3333333,131.4
279.4,88.6,37.6,609.25,208.4,69.4,1042,110.6
235.4,54.8,45.2,301.25,121.8,80.6,1133.333333,104
293.1,39.4,91.8,289.5,246.4,125.4,1714.333333,135.8
426,2.6,60.2,468.25,271.8,55.6,2353.333333,185.4
210.4,7.6,78.8,716.5,397,60.4,1588,270.4
288.2,36.4,66.8,591,345.4,81.2,1408.333333,88.2
152.7,92.2,47.8,527.75,438,148.4,605,21.6
338,64,156.6,268.75,315.8,100.8,986.6666667,123
464.4,230,92.4,167,114.8,74.8,871.3333333,220.8
640.2,287.6,91.2,369,69.2,26.6,1067.666667,21.6
255.7,117.8,84.6,291.75,237,41,268.6666667,29
421.5,103,128,286,213.2,48.2,385,12
433.8,12.8,70.4,239.25,225.4,24.2,848.3333333,50.8
394.1,12.8,43.4,520.5,194.6,28.8,316.6666667,59.8
354.1,70.6,32.6,673,77,14.4,147.6666667,114.8
175.5,0,32.6,684.75,162.4,29,179,65.2
200.7,0,30,850.75,271.2,26.4,17,41
217.5,10.2,27.8,566.75,281.8,28.8,308.3333333,72.4
261.1,0,50.2,653,213,70,156,31.2
363.2,0,76,457.25,335.4,53.2,236.3333333,31.4
132.3,56.4,91.8,465.75,453.8,33.6,423.3333333,31.4
156.7,85,80.8,228.25,361.8,49.6,379,48.2
128.2,51.8,10,504.5,501.8,24.2,146,129.8
243.2,139.4,57.8,387,619,41.4,55.33333333,62.2
280,80.4,156.2,550,162,38.6,325,65.6
236.3,251.4,164,639.5,192.8,40.8,284,68.2
418.8,76.4,98.8,464,329.4,44.4,346.3333333,24
290.5,36.4,59.2,466.75,381.8,50.6,325.3333333,48.2
525.6,35.8,83,202,224.6,114.4,750,50.6
770.9,12.8,50.8,282.25,154.2,50.8,99,24.2
398,20.4,106.8,273.75,265.6,12,176,44.4
493.3,7.6,70.4,232.25,70.4,9.6,304.6666667,130.4
501.3,48.8,308.4,91,184.8,58.2,255,78.2
416.4,30.8,131.2,67,143.6,19.2,458.3333333,71.4
441.7,44.6,103.4,88.5,365.4,12,64.33333333,29
240.4,35.8,142.8,124.25,400.2,74.8,158,54.2
450.2,56.2,224.4,91.75,227.4,136,224.3333333,26.6
426.4,7.6,206.8,307.25,171,173.8,219.3333333,38.6
325.2,28.2,151.8,327,235.4,85,195.6666667,29
127.3,25.80325769,173,158,281.6,19.4,740,26.6
210.5,231.4,247.4,357.75,256.5315065,68.6,131.6666667,26.6
225.3,277.2,224.8,396,110.6,51,174.3333333,251.6
413.8,103.4,224.4,497,302.8,19.2,172.3333333,48.6
387.7,15.4,138.4,253,509.6,14.4,238,45.8
123.4,0,95.4,157.5,229.8,28.8,55.66666667,39
166.4,2.6,167.2,105.25,145,19.2,59.66666667,50.8
451.3,0,59.2,373.75,396,111.8,232,12
263.6,5.2,158,159.25,379.6,81.6,147.6666667,4.8
330.3,18,108.8,616,289,108.6,882.3333333,43.6
117.3,0,299.2,870,272.4,33.8,1388.333333,12
107.1,0,123,490.75,303.6,26.6,2401.333333,19.4
215.6,23,289.6,580.75,298.6,79,1560,29
266.5,0,360,515.25,353.2,24,514.6666667,21.6
233.6,0,357.8,482.5,186.2,42,1095.666667,14.4
159.1,0,55,393.5,79.8,21.8,976.3333333,59.2
294.3,0,139.2,704.75,25.2,36.2,2023.333333,36.2
126.2,2.6,95.8,374.5,7.8,7.2,913,56.8
375.7,0,35.2,495,22.6,33.8,1848.333333,21.6
167.6,0,208.8,578.5,96.8,19.2,1292.666667,61.8
307.6,0,113.8,757.75,7.6,19.4,1356,38.6
327,0,60.2,789.25,95,16.8,1919,81.6
193.1,0,262,456.25,88.8,33.8,1599.333333,45.8
104.4,0,226.4,634.5,96.4,21.6,956.6666667,70.4
146.2,0,180,501.25,322.8,36.4,772.3333333,2.4
166,0,70.4,146.75,409.2,43.8,612,74.8
267.8,0,176.4,115.5,375.6,12,501.6666667,7.2
47.6,5.2,349.2,56.5,433.2,4.8,561,36.2
94,0,196.6,19,376.4,24,618.6666667,94.6
104.3,0,115,40.75,428.2,47.8,1176.666667,2.4
102.3,0,123.8,3.25,434.6,16.8,881.6666667,2.4
51.9,0,107.8,80.25,334.2,31.4,430,36.2
160.5,0,79.8,170,372,26.6,2880,51.2
189.2,0,101.4,44.25,284.8,87.4,2301.333333,40
220.5,0,101.4,568.25,224.2,21.6,1184.333333,43
160,0,186.4,128.75,214.2,62.8,881.6666667,4.8
206.8,0,224.6,234.5,297.6,19.2,1153,4.8
260.7,10.2,80.2,190.75,267,29,1473,4.8
357.2,163.4,140.4,929.25,422.6,47.8,1949.666667,12
264.7,12.90162885,108,1403.5,231.2,39,1633,14.4
140.7,81.4,278.6,1459.5,272.6,36.2,1997.666667,19.2
158.5,0,211.4,999.75,186.2,33.8,1846.666667,2.4
168.7,2.6,85.8,783.25,181.4,84,2063.666667,7.2
206.7,0,45.2,699,199,93.6,1397.666667,0
131.7,0,302.6,434.75,219,81.6,402.6666667,0
132.2,7.6,98,633.5,181.4,62.2,455,0
99.9,18,217.8,224,181.2,61.8,876.3333333,45.8
167.9,12.8,103.8,405.75,167.2,31.4,852.6666667,9.6
250.9,0,327.8,484.5,190.2,42.4,302,80.2
171.4,0,51.8,317.5,191.2,63,352.6666667,0
264.7,0,214.4,332,86.8,24.2,188,7.2
468,0,52.8,398.25,131,19.4,1025,0
392.6,2.6,88.8,660,115.4,33.8,532.6666667,0
445.8,0,116,520.6275499,85,31.4,517.3333333,2.4
254.9,0,624.4,684.5,68.2,4.8,479.3333333,83
294.5,0,140.2,187.75,50,12,879.6666667,67.6
135.3,0,505.4,69.62754986,172.2,7.2,653,12
213.1,0,534,182,81.8,19.4,191,4.8
111.1,0,715.8,287.25,65.8,54,219.3333333,16.8
180.7,0,113,138,0,60.8,106,73.4
213.4,0,94.8,186.25,40.2,38.6,104,9.6
131.4,0,57.2,135.5,74.4,38.6,86.33333333,24.2
151.3,0,47.6,336.25,45.8,41,861,0
225.6,0,233,615.5,77.8,9.6,1040.333333,14.4
115.1,10.2,55.4,162,5,7.2,999.3333333,29
257.7,0,17.6,131.75,30.2,9.6,548.6666667,2.4
318.1,0,20,167.5,105.4,21.6,544.3333333,174.4
178,0,15,251.5,22.6,33.8,197.3333333,78.2
128.3,7.6,57.8,358.25,2.6,4.8,559,51.6
370.4,0,45.4,71,35.6,9.6,1468.666667,37.2
438.5,0,25.2,55.75,17.6,31.4,1156.333333,12
252.4,0,7.6,95.25,77.8,41,1792,7.2
319.3,39.4,12.6,188.25,88.4,31.4,973.6666667,0
312.6,0,12.6,435,50.6,59,807.3333333,0
128.6,2.6,72.8,369,84.4,56.4,541,0
232.4,0,37.6,275.5,35.2,29,285,0
75.2,0,40.4,620,60.2,76.8,421.3333333,7.2
116.6,0,50.2,758.5,132.4,36.2,425,34.2
150.6,0,15.2,415.1275499,112.4,186.4,803,87
125.7,0,40.2,357,144.6,143.4,1205,2.4
145.6,0,20,465.5,275.2,64,886.6666667,24.2
361.6,0,108.4,40.75,317.2,64.6,1012,0
145.3,0,57.8,86.5,273.6,29,1384,0
160.7,0,10.2,104.25,166.6,0,900.3333333,192.2
179.7,42.4,94.8,298,225.4,7.2,558,0
267.6,25.6,32.6,156.75,263,49.2,81,0
418.7,0,0,273,85.8,42,187.6666667,9.6
497.2,0,10,476.75,107.4,65.2,193,0
382.7,0,30.2,391.5,46.2,41,186,0
461.8,0,88.4,301.75,47.8,38.6,410.3333333,2.4
244.3,0,55.2,207.75,0,48.2,55.33333333,0
256.3,0,17.6,252.25,57.6,12,21.33333333,4.8
446.9,2.6,35.6,99.75,99.33150651,33.6,135.6666667,0
565.1,25.6,17.6,156.75,42.8,24,472.6666667,26.6
409.7,0,75.6,220.25,115.4,14.4,247.3333333,2.4
313.4,0,22.8,195.75,73.8,28.8,299.6666667,0
192.2,2.6,20,273,90.8,103,371.3333333,0
321.5,12.8,44.2,279.75,270,75.81162871,496.6666667,0
87.6,0,30.2,95.25,279,77.2,968.3333333,0
155.8,0,22.6,126.75,274,174.2,567.6666667,73.4
169.8,0,155.6,279.75,261.4,398.4,221,113
341.5,0,32.6,301.75,224.2,188.8,38.33333333,105.6
27.3,30.8,43.25696313,184.5,422.6,156,274,69.6
92.9,0,140.6,207.75,156,83.6,153.6666667,4.8
105.7,12.8,227.6,113,234.4,193.8,243.3333333,24.2
119.8,0,40.2,361.25,141,213.6,556.3333333,14.4
104.3,0,20,556.5,102,341.4,298.2299323,0
124,5.2,7.6,48.25,125.6,212,199.6666667,0
217,5.2,41.6,232.75,223.8,324.6,358.6666667,0
241.6,5.2,80.4,391.5,372.4,244,326.6666667,0
166.7,0,292.2,443.5,138.5315065,166.2,65.66666667,0
120.2,0,188.8,120.5,127.4,370.6,47,0
167.4,0,45.2,223.5,180.6,501.8,199.6666667,12
212.5,0,23.25696313,106,140.6,181.6,76,2.4
185,0,179.2,286.75,145,271.2,42.66666667,9.6
95.4,0,40.2,150.5,166.6,423.6,8.666666667,0
119.7,0,367.4,264.75,138.6,311,65.66666667,12
102.4,15.4,183.8,468.5,117.4,188.8,4.333333333,14.4
241.6,0,121.2,518.25,30,61.6,17,12
141.2,0,147.6,593.5,7.6,38.6,55.33333333,0
22.5,0,119.2,671.5,151.2,74.8,135.6666667,7.2
12,0,169.6,286.75,40.2,60.4,65.66666667,0
18.1,0,224.4,95.25,98,66.2,4.333333333,0
277.8,0,330.8,167.5,10.2,57.4,12.66666667,0
160.1,0,228.4,473.75,0,92.6,25.66666667,0
60.4,0,25,272.25,2.6,66.6,159.6666667,0
37.6,0,109.4,0,7.6,117.8,12.66666667,0
42.4,2.6,17.6,9.5,0,31.4,21.33333333,0
93,0,15,31.25,0,19.81162871,70.66666667,0
82.8,0,0,56.5,0,9.6,65.66666667,0
66,0,0,67.75,10,12,60.66666667,9.6
6.5,0,0,9.5,27.6,14.4,51.33333333,0
22.8,0,0,52,59.4,12,51.33333333,0
18.6,0,18.25696313,67.75,32.8,4.8,0,0
29.3,0,285.2,44.5,7.6,2.4,8.666666667,0
18.5,0,12.6,48.25,15,0,0,0
16,0,35.6,67.25,0,9.6,4.333333333,0
59.1,0,30,86.5,2.6,7.2,0,0
149.8,0,15,6.25,0,7.2,4.333333333,0
73.9,0,25,91,0,4.8,60.66666667,0
83.3,0,5,22,25,24,78.33333333,0
119.9,12.8,10,22,37.6,29,0,0
76.1,0,35.2,121.75,90.4,28.8,106.6666667,0
